Summary,Description,Status,Updated,Created,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Issue key,Issue id
CHILE - ALSEA - ESTIMACION HH'S CAMBIO DOMICILIO FISCAL 4 RUTS ,"*Empresas*:STARBUCKS COFFEE CHILE S.A., FAST FOOD CHILE S.A., ESTABLECIMIENTOS GASTRONOMICOS ASIAN FOOD CHILE LTDA., GASTROCOCINA SUR SPA.
*Ruts*: 96690980-3, 76414061-3, 76149435-K, 76545598-7
*Integracion*: Mixto POS , Generacion Manual 
*Documentos Afectados*: Boleta Afecta, Boleta Exenta, Factura de Exportacion, Nota de Credito de Exportacion, Nota de Debito de Exportacion, Factura Afecta, Factura Exenta , Nota de Credito , Nota de Debito. Guia de Despacho   

*Descripcion* 
 Por favor estimar cambio de domicilio fiscal de: *AV ALONSO DE CORDOBA 5670, PISO 11, LAS CONDES SANTIAGO* a: *CERRO EL PLOMO 5680 PISO 14 LAS CONDES, SANTIAGO*  para visualizacion de PDFs, de acuerdo a lo siguiente (desglozado por rut) : 

96690980-3 : Boleta Afecta , Boleta Exenta ( Generación Manual y POS) 

76545598-7:  Factura de Exportacion, Nota de Credito de Exportacion, Nota de Debito de Exportacion, Factura Afecta , Factura Exenta , Guia de Despacho, Nota de Credito, Nota de Debito (Generacion Manual), Boleta Afecta (Generacion POS)

ejemplo documento con texto fijo

!https://sovos-compliance.lightning.force.com/sfc/servlet.shepherd/version/download/068Pr00000ETVEx?asPdf=false&operationContext=CHATTER|width=593,height=227,alt=""Gd_manual""!

76414061-3 : Boleta Afecta ( Generacion POS)
 

76149435-K: Boleta Afecta ( Generacion POS)
 

+Servidores Afectados+

Produccion:  Starbucks -> Server ([https://ereceipt-cl-sr04.sovos.com/Facturacion/|https://ereceipt-cl-sr04.sovos.com/Facturacion/] ) , Gateways(192.168.198.227,192.168.198.228)
                      Resto Empresas -> Server ([https://ereceipt-cl-sr03.sovos.com/Facturacion/|https://ereceipt-cl-sr03.sovos.com/Facturacion/] ), Gateway (192.168.198.134)
QA: Starbucks -> server ([https://ereceipt-cl-s01-uat.sovos.com/Facturacion/|https://ereceipt-cl-s01-uat.sovos.com/Facturacion/] ) , QA ([192.168.198.211|http://192.168.198.211/])
        Resto Empresas -> server ([https://ereceipt-cl-s01-uat.sovos.com/Facturacion/|https://ereceipt-cl-s01-uat.sovos.com/Facturacion/] ) , QA ([192.168.198.211|http://192.168.198.211/])

 *Consideraciones*

* Se considera cambio en ambiente QA y PRD ( Server y Gateways) 
* Al comienzo del proyecto cliente que enviar XML y PDF para ser tomados como referencias en cambios 
* Se considera envio de muestras por cada sociedad ",Done,08/Apr/25 11:23 AM,05/Nov/24 9:32 AM,05/Nov/24 2:35 PM;5ebc5e6cad226b0ba456526d;Se necesitan 6 hh,,,,,,,,,PSTC-25491,2511537
[CL][UAT][CLARO COMUNICACIONES] Estimacion para generación de nuevas plantillas,"*EMPRESA:* Claro Comunicaciones S.A.
*RUT:* 94675000-K
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados,

Se solicita conocer estimación que consta duplicar las plantillas que actualmente maneja Claro, estas plantillas se deben desplegar siempre y cuando en el XML el campo personalizado “NombreCanal” indique el valor “TUVES”. 

Las modificaciones que se harán en estas plantillas duplicadas corresponden a:

* Modificación de logo.
* Colores de los documentos.
* Modificación de Sucursales (por nuevas a indicar en proyecto):
** !image-20241029-134926.png|width=618,height=794,alt=""image-20241029-134926.png""!

Adjunto PDF de un documento actual.

Saludos!",Done,29/Oct/24 10:36 AM,29/Oct/24 9:51 AM,"29/Oct/24 10:07 AM;5ebc5e6cad226b0ba456526d;Estimado,

Se necesitan 10 hh para realizar la copia y el posterior cambio de colores, logo y sucursales. Tambien se debe hacer la configuracion de reglas por plantillafull para desplegar cuando sea necesario.

Saludos ","29/Oct/24 10:31 AM;60a73cdd2009f10068da598e;Gracias Matias, nos confirmas 2 HH adicionales para instalación de plantillas en ambos ambientes?","29/Oct/24 10:36 AM;5ebc5e6cad226b0ba456526d;[~accountid:60a73cdd2009f10068da598e] ok, favor incluir",,,,,,,PSTC-25444,2507196
FALABELLA - ESTIMACION HH'S IMPLEMENTACION/CONFIGURACION REPORTE SEMANAL (21 RUTS),"h2. Descripción

|*Empresa*|*RUT*|
|Falabella Retail|77261280-K|
|SACI|90749000-9|
|Gift Corp|76142721-0|
|Procafecol|76000935-0|
|Rentas|99556170-0|
|Cervantes|99597600-5|
|Infraestructura|76427811-9|
|Aporta|76644120-3|
|Trasciende|78745900-5|
|Falabella SPA|77070342-5|
|Open Plaza|77110043-0|
|Inm. Rentas 2 SPA|77107881-8|
|Falabella Trading|77275077-3|
|DESARROLLOS INMOBILIARIOS ÑUBLE SPA|77303603-9|
|Tottus|78627210-6|
|Sodimac|96792430-K|
|Trainnemac|76054151-6|
|IKEA|76993859-1|
|Logística Internacional|76167965-1|
|Fazil|77414389-0|
|FTC|77.612.410-9|

*Documentos de alcance* : todos a excepción de Boleta Afecta, Boleta Exenta y Guía de Despacho

*Descripcion*
Se solicita estimar HH’s para la implementacion y configuracion de desarrollo siendo visto en ticket [https://sovos.atlassian.net/browse/CESQ-3797|https://sovos.atlassian.net/browse/CESQ-3797]  (reporte semanal) en ambientes QA - PRD 


*Consideraciones* 
Considerar implementacion en Server QA y PRD 
Considerar acompañamiento en pruebas 
Considerar ayuda con CutOver 
Agregar tareas que se consideren necesarios ",Done,25/Oct/24 9:25 AM,24/Oct/24 3:33 PM,25/Oct/24 9:25 AM;5ebc5e6cad226b0ba456526d;Se necesitan 4 hh ,,,,,,,,,PSTC-25416,2504287
FALABELLA - QA/PROD - ESTIMACION HH'S MODIFICAR NOMBRE FALABELLA INMOBILIARIO S.A.,"*Empresa*: FALABELLA INMOBILIARIA 
*Rut*: 99556170-0
*Documentos Afectados* : Factura Afecta , Factura Exenta ,Nota de Debito, Nota de Credito , Factura de compra 
*Descripcion* 
Se solicita estimar cambio en nombre de sociedad desde FALABELLA INMOBILIARIA *S.A.* a FALABELLA INMOBILIARIA *SpA* en: 
- Plantillas 
- Base de datos para facturador manual 

*Consideraciones*

Cambio debe realizarse en todos los tipos de generacion de rut ( BO - Manual) 
Considerar fecha de corte , cliente indicara fecha al comienzo del proyecto
Cambios a realizarse en ambiente QA y PRD ( Server - GW) ",Done,05/Dec/24 8:52 AM,24/Oct/24 12:52 PM,24/Oct/24 3:28 PM;5ebc5e6cad226b0ba456526d;se necesitan 5 HH ,,,,,,,,,PSTC-25413,2504125
CHILE - ESTIMACION - SERVICIOS GESAT - CAMBIO DE SERVIDORES APP Y BDD A LA NUBE DE GOOGLE,"CLIENTE: SERVICIOS GESAT
EMILIO SILVA HIJOS, S.A.                                         RUT: 82888200-7
SERVICIOS GESAT LTDA,                                          RUT: 78902370-0  
EMBOTELLADORA DE AGUAS REGIONALES SA      RUT: 76410625-3  
AGRICOLA  SICOR  S.A.                                            RUT: 78101430-3  
AGRICOLA  VALLE VERDE S.A.                                 RUT: 76411249-0 
AGRICOLA  DON MATEO LIMITADA                        RUT: 76507686-2  
AGRICOLA  LA CANTERA                                         RUT: 86882500-6 
EXPORTADORA NORFRUT                                       RUT: 76056132-0  
SERVIDOR: eGateway
Ambiente: QA y Producción
*Salesforce:* Admin
Tarea: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075]

DETALLE:
Nuestro cliente Servicios GESAT está planificando el llevar sus servidores GW (APP, BDD y Contingencia) de QA y Producción a la Nube de Google. Para ello solicitamos se estime el esfuerzo y se nos indique las actividades en las que el equipo de TC participará, considerando además la revisión de los procesos automáticos que puedan existir en el eServer, que estén entregando información al Gateway, como por ejemplo algún SFTP montado en el GW y que lo estén accediendo por IP.

Por favor entregar un desglose de las actividades con sus tiempos para incorporarlos posteriormente en el plan de cut over, gracias.

Estos son los GW que se van a migrar: 

|Nombre|IP|
|GatewayAPP|192.168.1.239|
|Gateway1SantaElvira|192.168.1.246|
|GatewayDB|192.168.1.240|
|Gat_Contingencia_APP| |
|Gat_Contingencia_DB| |

A nivel de GW cliente indica lo siguiente:

1.- Todos los documentos de impresión son mediante e-GW.
2.- Tenemos un proceso de descarga de guias electronicas que nos emite el retail, los cuales rescatamos desde el e-GW. ",Done,21/Nov/24 3:38 PM,24/Oct/24 12:05 PM,"29/Oct/24 10:33 AM;5ebc5e6cad226b0ba456526d;[~accountid:5ebc612296bbcb0b85b66075] para definir las actividades se debe saber cual es el plan que tiene el cliente, que actividades tienen contempadas ha realizar en el egw o bien nos disponibilizaran el servidor y nos dejan el 100 % de la migracion. Favor confirmar para indicar las actividades con las HH correspondientes.

Respecto a lo ultimo que indicas no le veo sentido, mas que el cliente indique si existe algun ftp montado en su egw. pero eserver no hacen ningun tipo de conexion a egw mediante ip.","21/Nov/24 3:37 PM;5ebc5e6cad226b0ba456526d;cliente tiene nuevas propuestas, favor enviar ticket con la nueva informacion",,,,,,,,PSTC-25411,2504087
[CL][UAT][SAESA] Estimacion instalación de filtro UAT/PRD y estabilización,"*EMPRESA:* Sociedad Austral de Electricidad S.A.
*RUT:* 76073162-5
*INTEGRACION:* Mixta
*PLATAFORMA:* UAT - Retail 4
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados,

Se solicita estimación de HH para la instalación de filtro en ambientes UAT y PRD de cliente Saesa, además considerar las HH para la estabilización.

Quedamos atentos.

Saludos!",Done,23/Oct/24 6:01 PM,23/Oct/24 4:23 PM,23/Oct/24 6:01 PM;5ebc5e6cad226b0ba456526d;Se necesitan 6 hh para la instalacion y estabilizacion,,,,,,,,,PSTC-25403,2503170
CHILE - RIPLEY - ESTIMACION HHS AGREGAR EMISION FACTURA COMPRA MANUAL ,"EMPRESAS

||*Rut*||*Nombre*||
|99530250-0|Ripley Chile|
|99579730-5|Ripley Corp|
|77009463-1|Ripley Customer|

*Integracion:* Mixto BO (SAP) 
*Tipo Documentos Afectados:* Factura de Compra
*Descripcion:*
Se solicita estimar esfuerzos para habilitar facturador manual para emision de Factura de Compra de ruts en alcance , adicional se requiere crear plantilla personalizada para estos documentos para ello se debe tomar como referencia el rut 83382700-6 el cual ya tiene operativo este tipo de documento 

!image-20241023-200610.png|width=1206,height=613,alt=""image-20241023-200610.png""!



*Consideraciones*
Documento ya se encuentra certificado en todos los ruts de alcance  
Cambios a implementarse solo en Server (QA y PRD) 
Considerar acompañamiento en pruebas",Done,23/Oct/24 6:06 PM,23/Oct/24 4:11 PM,23/Oct/24 6:05 PM;5ebc5e6cad226b0ba456526d;se necesitan 7 hh ,,,,,,,,,PSTC-25402,2503148
CHILE - ESTIMACION - PEUGEOT - ELIMINACION INFORMACION DE SITIOS WEB DE TODAS SUS PLANTILLAS,"Empresa: PEUGEOT Chile S.A. (PSA CHILE S.A.)
RUT: 84.687.500-K
Ambiente: QA
Servidor: asp4qa y GW
Estimación: 
Salesforce: ADMIN
Task: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075]

DETALLE:
Estimados, se solicita realizar la estimación por la eliminación de los sitios web informados en todas las plantillas de Peugeot. Lo que se solicita es eliminar los textos y mantener la distribución de las líneas, es decir, deben quedar de la siguiente forma:

*Formato Actual*

!image-20241022-204813.png|width=817,height=504,alt=""image-20241022-204813.png""!

*Formato Esperado*

!image-20241022-204840.png|width=692,height=414,alt=""image-20241022-204840.png""!

Los documentos que se verán afectados por el cambio son los siguientes:

!image-20241022-205058.png|width=624,height=434,alt=""image-20241022-205058.png""!",Done,02/Dec/24 3:35 PM,22/Oct/24 4:51 PM,22/Oct/24 5:35 PM;5ebc5e6cad226b0ba456526d;Se necesitan 4 hh,,,,,,,,,PSTC-25397,2502029
[MX][INV][Estimacion][Dart - Cambio estructura de XML Condiciones de Pago],"Cliente: Dart container

Ambientes:

Development Environment Name:	DE1

Testing Environment Name:	DE1, QE1 and WE1

tax id DMC940610DFA

Requerimiento:

Se solicita estimar HH necesarias para cambiar el XML del cliente para que se incliya dentro del XMl el tag de “Forma de pago”

Ejemplp

!image-20241021-200249.png|width=1467,height=761,alt=""image-20241021-200249.png""!

Quedamos atentos

Saludos y muchas gracias!",Done,08/Nov/24 2:01 PM,21/Oct/24 4:03 PM,"24/Oct/24 2:06 PM;5e1643b63e586d0dafec4300;Hola [~accountid:5e1643c0d5227b0e9d981cb3]  por favor me podrias indicar msa informacion? ya qu eno me queda clara la solicitud? si prefieres podemos agendar una hora y lo conversamos.

Saludos.",,,,,,,,,PSTC-25382,2500889
[CL][PPL][Estimacion][Petrizzio - Obtencion filtros XSL para estimación],"Cliente: 91042000-3	Petrizzio
Retail 4

Requerimiento: Se solicita obtener los filtros xsl del cliente para estimación de cambio

/home/plataforma/filters/9104200 

Quedamos atentos

saludos!",Done,18/Oct/24 2:56 PM,18/Oct/24 2:09 PM,"18/Oct/24 2:55 PM;5ebc5e6cad226b0ba456526d;se adjunta lo solicitado

[^petrizzio_filters.zip]

",,,,,,,,,PSTC-25368,2499942
CHILE - ESTIMACION - PEUGEOT - NUEVA PLANTILLA GUIA DE DESPACHO BO PARA GENERACION ONLINE DESDE SAP,"Empresa: PEUGEOT Chile S.A. (PSA CHILE S.A.)
RUT: 84.687.500-K
Ambiente: QA
Servidor: asp4qa y GW
Estimación: 
Salesforce: ADMIN
Task: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075]

DETALLE:
Estimados, se solicita realizar la estimación por la creación de nueva plantilla Guía de Despacho BO, para generación ONLINE desde SAP.

Cliente solicita que el formato sea homologado al de Factura Afecta, para que quede como se aprecia en la muestra a continuación:

!image-20241018-173448.png|width=442,height=498,alt=""image-20241018-173448.png""!",Done,02/Dec/24 3:35 PM,18/Oct/24 1:49 PM,18/Oct/24 2:49 PM;5ebc5e6cad226b0ba456526d;Se necesitan 4 hh,,,,,,,,,PSTC-25367,2499929
[MX][REACHCORE][Estimacion][Moen - Ajuste PDF Factura],"Cliente: Moen de Mexico MME910730LH5

Ambiente: Reachcore

Requerimiento:
Se solicita estimar HH necesarias para aujstar el PDF del cliente para que muestre datos adicionales ya existentes en el XML

PDF Actual

!image-20241018-162700.png|width=1261,height=512,alt=""image-20241018-162700.png""!

PDF Esperado

!image-20241018-162722.png|width=979,height=402,alt=""image-20241018-162722.png""!

Información SAP

!image-20241018-162802.png|width=1422,height=844,alt=""image-20241018-162802.png""!

Quedamos atentos

Saludos!",Done,31/Oct/24 6:32 PM,18/Oct/24 12:28 PM,"21/Oct/24 1:25 PM;6317db979794410874c743c8;Si entiendo bien, solo es adicionar la colonia?","23/Oct/24 11:55 AM;6317db979794410874c743c8;Hola Esteban,

  Este cliente no es Reachcore, es InvoiceWare y tiene 3 ambientes, en que ambientes requieres que se actualice el template?



!image-20241022-225452.png|width=356,height=117,alt=""image-20241022-225452.png""!

quedo al pendiente.","24/Oct/24 1:06 PM;5ebc5cf14e41b90b7b563350;hola [~accountid:6317db979794410874c743c8] 



Puedes compartir los ambientes de producción del cliente por favor.","24/Oct/24 4:03 PM;5e1643c0d5227b0e9d981cb3;hola [~accountid:6317db979794410874c743c8] !

el cliente indica que solo necesita el cambio para probar en QA y luego que se pase a Produccion

Quedamos atentos

Saludos!","31/Oct/24 6:32 PM;6317db979794410874c743c8;Anexo estimación solicitada

|Actividad|HH|
|Template customization and testing|2.5|
|Upload Template to UAT|1|
|Upload Template to PRD|0.5|
| | |
|Total|4|



saludos",,,,,PSTC-25365,2499883
[CL][PPL][Estimacion][Petrizzio - Plantilla factura de compra Backoffice],"91042000-3	Petrizzio

Integración Mixta Retail 4

PM: [~accountid:5ebc5cf14e41b90b7b563350] 

Requerimiento:

Se solicita estimar HH necesaria para crear plantilla para nuevo documento Factura de compra

Consideraciones:

* Usar como base plantilla existente para tipo 33 agregando los campos de retención de impuestos
* Instalación de plantilla en QA y PRD
* Instalación en GW y en Server

Quedamos atentos

Saludos!",Done,18/Oct/24 2:23 PM,18/Oct/24 12:23 PM,18/Oct/24 2:23 PM;5ebc5e6cad226b0ba456526d;Se necesitan 4 hh ,,,,,,,,,PSTC-25364,2499877
CHILE - FEMSA - ESTIMACION HHS NUEVA FRANQUICIA PROVEFARMA (Nueva Iniciativa) ,"*Empresa*: Rut a definir 
*Objetivo:* Implementación Franquicia Prueba (Nueva Iniciativa) 

*Descripcion*
Se solicita estimar lo siguiente: 

- Certificacion SII 

Documentos 
☒ Factura Afecta (Cedible/ Sin cedible)
☒ Factura Exenta
☒ Nota de Crédito
☒ Nota de Debito
☒ Guía Despacho
☒ Factura de Compra
☒ Liquidación Factura
☒ Boleta Afecta
☒ Boleta Exenta

- Implementacion franquicia en ambiente QA (server y GW POS) 

Los módulos a habilitar seran los siguientes:
☒ Facturador Manual
☒ Gestión documental (obligatorio)
☒ Oficina de Partes (Obligatorio)
☒ Reportería (Obligatorio)
☒ Consola de Procesos (Obligatorio)
☒ Panel de Control (Obligatorio)

- Configurar empresa en SIISENDER , envio boletas SII en GW-POS, envio boletas en ERC, el rut al agente RECEIPTSTATUS, 
- Plantillas 

Para layout (generacion Manual y emision  por POS) se requiere replicar plantillas actualmente instaladas en Franquicias Cruz Verde con la siguiente modificacion:
En boleta, solo sacar logo FCV, manteniendo todos los datos del local asociado:

!image-20241017-184447.png|width=494,height=668,alt=""image-20241017-184447.png""!


En facturas, NC y otros documentos, sacar logo, modificar direccion y teléfono, ya que debe considerar los datos del socio estrategico:

!image-20241017-184730.png|width=873,height=452,alt=""image-20241017-184730.png""!


*Consideraciones*
Validar si filtro de POS de franquicia CV, es aplicable a este nuevo tipo de franquicia, de no ser asi agregar en estimacion horas para homologación, cliente declara que utilizara el mismo metodo de generacion que utilizan la franquicias CV
Para el inicio de la implementación es necesario los datos de la franquicia, el certicado, la clave y no tener verificaciones pendientes en el SII.
Sovos debe configurar Gateway POS  y eServer.
El cliente debe configurar los POS.
El modo de generación será por facturador manual y  por puntos de venta (POS).
La impresión y el modo de foliación serán por parte de: Cliente – Sovos.
La configuración de la plataforma se realiza en QA, no se incluye paso a ambiente productivo
No requiere migración de documentos.
El modelo no considera modelo de contingencia.",Done,27/Feb/25 4:44 PM,17/Oct/24 3:06 PM,"18/Oct/24 12:50 PM;5ebc5e6cad226b0ba456526d;Factibilidad ok, se debe mantener el filtro de Cruz Verde con la variable jpos.rut.franquicia tal cual como esta confogurada en las franquicia de cverde. Se estima con 20 HH. ",,,,,,,,,PSTC-25357,2499187
CHILE - FEMSA - ESTIMACION HHS CAMBIO DIRECCION / LOGO MUNNICH,"*Empresa:* Munnich Pharma medical Spa

*Rut:* 80447400-5

*Integracion:*  Mixto BO

*Documentos de Alcance:* Factura Afecta, Factura Exenta, Nota de Credito , Nora de Debito, Guia de Despacho, Factura Exportacion, Nota de Credito Exportacion, Nota de Debito Exportacion 



*Descripcion:* 
Se solicita estimar cambio en dirección de la Casa Matriz de: San Ignacio 1000, Buenaventura, Quilicura - Santiago a  *Av. El Salto 4875 OF. 601, Huechuraba, Santiago*. en todos los documentos de alcance de empresa Munnich.

Zona del cambio 

!image-20241017-181414.png|width=990,height=329,alt=""image-20241017-181414.png""!

Se solicita tambien estimar cambio de Logo en plantillas  por 

!image-20241017-181400.png|width=1920,height=1663,alt=""image-20241017-181400.png""!

*Consideraciones:*
Se debe considerar fecha de corte: a partir del 16/10/2024
Cambios a realizarse en ambientes QA y PRD (Server y GW) 
Se considera envío de muestras

Se adjuntan plantillas Extraidas de Ambiente PRD 17-10-2024 
Se adjunta logo enviado por  cliente ",Done,05/Nov/24 1:35 PM,17/Oct/24 2:16 PM,18/Oct/24 2:22 PM;5ebc5e6cad226b0ba456526d;Se necesitan 6 HH,,,,,,,,,PSTC-25354,2499162
